scenario,w_vulnerability,w_response,w_risk,w_gini,w_income,norm_entropy_vulnerability,norm_entropy_response,norm_entropy_risk,norm_entropy_gini,norm_entropy_income,gamma
s1,0.17991735862114788,0.45941353254528033,0.3606691088335718,0.4390394563508409,0.5609605436491591,0.9920887841339754,0.9797989496089043,0.9841408789120933,0.9811869210677204,0.9759625363212623,0.5
s2,0.3945634899034318,0.3391679225982497,0.2662685874983185,0.4390394563508409,0.5609605436491591,0.9764995554975666,0.9797989496089043,0.9841408789120933,0.9811869210677204,0.9759625363212623,0.5
s3,0.5046132658773301,0.2775176037340695,0.21786913038860034,0.4390394563508409,0.5609605436491591,0.9632682111878877,0.9797989496089043,0.9841408789120933,0.9811869210677204,0.9759625363212623,0.5
s4,0.4818257344726955,0.2902832687687394,0.22789099675856514,0.4390394563508409,0.5609605436491591,0.9664693525634648,0.9797989496089043,0.9841408789120933,0.9811869210677204,0.9759625363212623,0.5
