id,id,lat,lon,risk,risk_all_pois,risk_river,risk_elevation,river_dist,river_dist_normalized,RL,inside,has_edu,edu_type,is_road,is_river,urban_prob,elevation,slope
164,1513,38.68540980392157,-9.228815,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
165,1514,38.68540980392157,-9.227771666666667,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
166,1515,38.68540980392157,-9.226728333333334,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
167,1516,38.68540980392157,-9.225685,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
168,1517,38.68540980392157,-9.224641666666669,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
169,1518,38.68540980392157,-9.223598333333335,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
170,1519,38.68540980392157,-9.222555000000002,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
171,1520,38.68540980392157,-9.221511666666668,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
172,1521,38.68540980392157,-9.220468333333335,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
173,1522,38.68540980392157,-9.219425000000001,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
174,1523,38.68540980392157,-9.218381666666668,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
175,1524,38.68540980392157,-9.217338333333334,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
176,1525,38.68540980392157,-9.216295,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
177,1526,38.68540980392157,-9.215251666666667,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
178,1527,38.68540980392157,-9.214208333333335,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
