id,id,lat,lon,risk,risk_all_pois,risk_river,risk_elevation,river_dist,river_dist_normalized,RL,inside,has_edu,edu_type,is_road,is_river,urban_prob,elevation,slope,hrdiff
21,915,41.14049930555555,-8.617628723404255,3.3196449644761095,1,1.0,2.3196449644761095,6179.838384912779,0.5637863055569385,2,True,False,0,True,True,1,3,0.022222222222222223,0
22,916,41.14049930555555,-8.61655,2.9203841660803773,1,1.0,1.920384166080377,6110.002766966671,0.5574152060902852,2,True,False,0,True,True,1,3,0.2111111111111111,0
23,917,41.14049930555555,-8.615471276595745,2.5474619877380675,1,1.0,1.5474619877380675,6040.712965628353,0.5510939014418214,3,True,False,0,True,True,1,22,0.2111111111111111,0
24,918,41.14049930555555,-8.61439255319149,2.9155408290138958,1,1.0,1.9155408290138958,5971.987979398363,0.5448241248436743,2,True,False,0,True,True,1,13,0.1,0
25,919,41.14049930555555,-8.613313829787234,3.0936079905643448,1,1.0,2.0936079905643448,5903.847532869875,0.538607675769361,2,True,False,0,False,True,0.55,13,0.011111111111111112,0
26,920,41.14049930555555,-8.612235106382979,3.117534680081638,1,1.0,2.117534680081638,5836.312100043817,0.5324464220608258,2,True,False,0,False,True,0.55,12,0.011111111111111112,0
27,921,41.14049930555555,-8.611156382978724,2.8739158952945285,1,1.0,1.8739158952945285,5769.402927464424,0.5263423020390948,2,True,False,0,False,True,0.55,12,0.13333333333333333,0
28,922,41.14049930555555,-8.610077659574468,2.916508518222427,1,1.0,1.9165085182224268,5703.142057010526,0.5202973265835243,2,True,False,0,True,True,1,11,0.12222222222222222,0
29,923,41.14049930555555,-8.608998936170213,2.7730961801198655,1,1.0,1.7730961801198653,5637.5523481612445,0.5143135811630989,2,True,False,0,True,True,1,11,0.2,0
30,924,41.14049930555555,-8.607920212765958,3.1755309012262405,1,1.0,2.1755309012262405,5572.657499523494,0.5083932278003838,2,True,True,1,True,True,1,-7,0.2,0
31,933,41.14049930555555,-8.59821170212766,3.2974922036088983,1,1.0,2.2974922036088983,5024.221986012105,0.4583594869903201,2,True,False,0,False,True,0.55,-3,0.1,0
32,934,41.14049930555555,-8.597132978723405,3.074137603551444,1,1.0,2.074137603551444,4967.7763061971755,0.45320995082037735,2,True,False,0,True,True,1,6,0.1,0
33,935,41.14049930555555,-8.59605425531915,2.315201517307818,1,1.0,1.3152015173078178,4912.346106099827,0.44815305680750794,3,True,False,0,True,True,1,6,0.5555555555555556,0
34,936,41.14049930555555,-8.594975531914894,1.7451334723057919,1,1.0,0.745133472305792,4857.966146229317,0.4431919761510011,3,True,False,0,False,True,0.55,56,0.5555555555555556,0
35,937,41.14049930555555,-8.593896808510639,1.7245186088377276,1,0.6373400539386113,1.0871785548991162,4804.672087029997,0.43832996215117354,3,True,False,0,False,False,0.55,56,0.17777777777777778,0
36,938,41.14049930555555,-8.592818085106384,1.941297774901075,1,0.6373400539386113,1.3039577209624635,4752.500460191125,0.4335703475919656,3,True,False,0,False,False,0.55,40,0.17777777777777778,0
37,939,41.14049930555555,-8.591739361702128,2.219861556146294,1,1.0,1.219861556146294,4701.488632197588,0.4289165414156755,3,True,False,0,True,True,1,40,0.24444444444444444,0
38,940,41.14049930555555,-8.590660638297873,2.566333242932102,1,1.0,1.566333242932102,4651.674759444894,0.42437202462810236,3,True,False,0,True,True,1,18,0.24444444444444444,0
39,941,41.14049930555555,-8.589581914893618,2.583833991966383,1,1.0,1.583833991966383,4603.097734255751,0.4199403453736424,3,True,False,0,True,True,1,18,0.23333333333333334,0
40,942,41.14049930555555,-8.588503191489362,3.010703877307695,1,1.0,2.010703877307695,4555.797121153663,0.4156251131215322,2,True,False,0,True,True,1,-3,0.23333333333333334,0
41,943,41.14049930555555,-8.587424468085107,3.3208167982296612,1,1.0,2.3208167982296612,4509.813082792817,0.4114299919084366,2,True,False,0,False,True,0.55,1,0.044444444444444446,0
42,954,41.14049930555555,-8.575558510638297,3.3994811470498654,1,1.0,2.3994811470498654,4102.654426297397,0.3742849307557865,2,True,False,0,False,True,0.10000000000000003,1,0.011111111111111112,0
43,1053,41.14131458333333,-8.620864893617021,3.054329454010964,1,1.0,2.054329454010964,6337.417250730266,0.5781622165532497,2,True,False,0,False,True,0.55,0,0.17777777777777778,0
44,1054,41.14131458333333,-8.619786170212766,3.0538107494425777,1,1.0,2.0538107494425777,6265.425454379416,0.5715944090529529,2,True,False,0,True,True,1,1,0.16666666666666666,0
45,1055,41.14131458333333,-8.61870744680851,2.27369126411092,1,1.0,1.2736912641109204,6193.916580590798,0.5650706585506342,3,True,False,0,True,True,1,1,0.6444444444444445,0
46,1056,41.14131458333333,-8.617628723404255,2.2730481481114033,1,1.0,1.2730481481114033,6122.907549423658,0.55859250866234,3,True,False,0,True,True,1,3,0.6222222222222222,0
