set,min_dissim,mean_dissim,max_jaccard_top,mean_jaccard_top,mean_abs_diff
"('S02', 'S04', 'S06', 'S11')",0.08093310152765598,0.4597099326613313,0.6976744186046512,0.24505657727063723,0.16808364007854926
"('S02', 'S05', 'S06', 'S11')",0.08093310152765598,0.4412321020147706,0.7042801556420234,0.2433355156205065,0.16287550432191022
"('S02', 'S06', 'S08', 'S11')",0.08093310152765598,0.4374736540959938,0.49318181818181817,0.2050464797589222,0.20497309717950343
"('S02', 'S06', 'S09', 'S11')",0.08093310152765598,0.4247793594052863,0.49318181818181817,0.21122528769194668,0.216223013042637
"('S02', 'S06', 'S11', 'S12')",0.08093310152765598,0.4244036384062393,0.49318181818181817,0.21063361111709178,0.2130617056689866
"('S01', 'S02', 'S06', 'S11')",0.08093310152765598,0.4124019815649236,0.49318181818181817,0.2303233566195189,0.16760917292983382
"('S02', 'S06', 'S07', 'S11')",0.08093310152765598,0.4122231314822359,0.49318181818181817,0.22510078281611576,0.16116277169770066
"('S02', 'S03', 'S06', 'S11')",0.08093310152765598,0.40402494337358175,0.49318181818181817,0.22377018580171917,0.14691943256082554
"('S02', 'S04', 'S06', 'S08')",0.08093310152765598,0.39187915368730375,0.5642857142857143,0.2591005518959477,0.19523442729711094
"('S02', 'S04', 'S06', 'S09')",0.08093310152765598,0.37876224338605347,0.5869565217391305,0.26880270251682464,0.20755393581113438
"('S02', 'S04', 'S06', 'S12')",0.08093310152765598,0.37811638018932425,0.5850422195416164,0.2681471007967677,0.20425313702283399
"('S02', 'S05', 'S06', 'S09')",0.08093310152765598,0.3586174072374537,0.5850422195416164,0.26566163432754614,0.2042088707114309
"('S02', 'S05', 'S06', 'S08')",0.08093310152765598,0.3517448765434986,0.566150178784267,0.25658927815601373,0.1900226619491394
"('S02', 'S05', 'S06', 'S12')",0.08093310152765598,0.3506594759701521,0.5831325301204819,0.2650068014035525,0.20083584875018903
"('S02', 'S03', 'S04', 'S06')",0.08093310152765598,0.3375575774352265,0.5208333333333334,0.2726035502087566,0.13273182614358842
"('S02', 'S04', 'S06', 'S07')",0.08093310152765598,0.3223364108956077,0.49318181818181817,0.27338110442374547,0.14351217774604633
"('S02', 'S03', 'S05', 'S06')",0.08093310152765598,0.3166742797557157,0.5279069767441861,0.27096047295420594,0.12164995606594646
"('S01', 'S02', 'S04', 'S06')",0.08093310152765598,0.31595485358621145,0.49318181818181817,0.27950626285723046,0.1492912791194555
"('S02', 'S03', 'S06', 'S08')",0.08093310152765598,0.30177337604440124,0.49318181818181817,0.2539460122163712,0.17776467482639244
