set,min_dissim,mean_dissim,max_jaccard_top,mean_jaccard_top,mean_abs_diff
"('S04', 'S08', 'S09', 'S11')",0.20042860926945794,0.38024513805812876,0.5736526946107784,0.38139288503999214,0.0963966330481133
"('S01', 'S04', 'S09', 'S11')",0.20042860926945794,0.37239226895499733,0.5642857142857143,0.26559647976000744,0.1130541938376644
"('S01', 'S06', 'S07', 'S11')",0.10351546570756653,0.5304098952286722,0.7131681877444589,0.2436169417656097,0.1605314045677735
"('S01', 'S02', 'S07', 'S11')",0.10351546570756653,0.5045225579492201,0.7131681877444589,0.28268448901972426,0.14612962181521727
"('S01', 'S03', 'S07', 'S11')",0.10351546570756653,0.494982451992655,0.7131681877444589,0.2593218291376377,0.1428429980835776
"('S01', 'S07', 'S08', 'S11')",0.10351546570756653,0.47032346890556254,0.7131681877444589,0.22454975847559436,0.11845762667626392
"('S01', 'S03', 'S07', 'S08')",0.10351546570756653,0.4423990733739097,0.7131681877444589,0.2604429840741754,0.16082432400099192
"('S01', 'S07', 'S11', 'S12')",0.10351546570756653,0.4335677391512114,0.7131681877444589,0.24046247179251415,0.12627773079303226
"('S01', 'S07', 'S09', 'S11')",0.10351546570756653,0.4298608735447145,0.7131681877444589,0.23775094312247327,0.12972554714317142
"('S01', 'S03', 'S07', 'S12')",0.10351546570756653,0.4134107056968508,0.7131681877444589,0.2792594664498133,0.17189950507715077
"('S01', 'S03', 'S07', 'S09')",0.10351546570756653,0.411899677192996,0.7131681877444589,0.27689327990291884,0.17559725049651023
"('S01', 'S04', 'S06', 'S07')",0.10351546570756653,0.4093750998231128,0.7131681877444589,0.31189524773960375,0.14007210431757194
"('S01', 'S04', 'S07', 'S11')",0.10351546570756653,0.39912226881815016,0.7131681877444589,0.3013752224358498,0.09104193884453972
"('S01', 'S03', 'S06', 'S07')",0.10351546570756653,0.3953736901980287,0.7131681877444589,0.31701283798804125,0.14067769756090298
