set,min_dissim,mean_dissim,max_jaccard_top,mean_jaccard_top,mean_abs_diff,table,n_candidates,min_cri_iqr
"('S01', 'S02', 'S07', 'S12')",0.007029835021597819,0.12383674720240423,0.9043478260869565,0.7221175827296197,0.07188681143105517,T0,9,0.20785747670623045
"('S01', 'S02', 'S08', 'S11')",0.05496370822251151,0.16829553083372917,0.7685060565275909,0.6541749006859522,0.08219198340656637,T0,9,0.20785747670623045
"('S01', 'S02', 'S08', 'S12')",0.05496370822251151,0.11728543833713789,0.7685060565275909,0.694213445394568,0.07194798468484248,T0,9,0.20785747670623045
"('S01', 'S02', 'S11', 'S12')",0.1102172080858097,0.18399688671141412,0.7685060565275909,0.6406067854004143,0.08764641144723478,T0,9,0.20785747670623045
"('S01', 'S03', 'S05', 'S06')",0.08438832053957357,0.11016156316819081,0.763758389261745,0.6911222631330985,0.057648565811420555,T0,9,0.20847424395578512
"('S01', 'S03', 'S05', 'S07')",0.033502343969490256,0.1023322955526913,0.8403361344537815,0.7173256991566107,0.05726176099638786,T0,9,0.20847424395578512
"('S01', 'S03', 'S05', 'S08')",0.05496370822251151,0.1022291068968536,0.752,0.6899124667401342,0.06697741928155833,T0,9,0.20847424395578512
"('S01', 'S03', 'S05', 'S11')",0.10887439406032628,0.14771306032324605,0.7613941018766756,0.6686873026591047,0.06844316820266189,T0,9,0.20847424395578512
"('S01', 'S03', 'S05', 'S12')",0.10887439406032628,0.12764915090667184,0.8124137931034483,0.6948760991921362,0.07209097699106407,T0,9,0.20847424395578512
"('S01', 'S03', 'S06', 'S07')",0.033502343969490256,0.10814762485378626,0.8403361344537815,0.7302423154327103,0.056312929614640996,T0,9,0.20847424395578512
"('S01', 'S03', 'S06', 'S08')",0.05496370822251151,0.11311664310674352,0.763758389261745,0.68092477337586,0.06379019698898067,T0,9,0.20847424395578512
"('S01', 'S03', 'S06', 'S11')",0.08612947140951233,0.14320766158831633,0.8326359832635983,0.6837182075442548,0.06533703109845228,T0,9,0.20847424395578512
"('S01', 'S03', 'S06', 'S12')",0.0954746209720897,0.1289817824578311,0.763758389261745,0.6760155425573653,0.06889465600083174,T0,9,0.20847424395578512
"('S01', 'S03', 'S07', 'S08')",0.033502343969490256,0.09909199886965336,0.8403361344537815,0.7484690201038194,0.06242849931733265,T0,9,0.20847424395578512
"('S01', 'S03', 'S07', 'S11')",0.033502343969490256,0.1550227850408441,0.8403361344537815,0.6896715950062194,0.06746037939725462,T0,9,0.20847424395578512
"('S01', 'S03', 'S07', 'S12')",0.033502343969490256,0.1258272035858421,0.8403361344537815,0.7120887663961492,0.06957033204581702,T0,9,0.20847424395578512
"('S01', 'S03', 'S08', 'S11')",0.05496370822251151,0.15893612931230638,0.752,0.6506686545252056,0.0765655174396178,T0,9,0.20847424395578512
"('S01', 'S03', 'S08', 'S12')",0.05496370822251151,0.11473925233295301,0.752,0.6922164782159959,0.0633485686577601,T0,9,0.20847424395578512
"('S01', 'S03', 'S11', 'S12')",0.1102172080858097,0.17207734445703748,0.7198952879581152,0.6484788990572696,0.0810660768543321,T0,9,0.20847424395578512
"('S01', 'S05', 'S06', 'S07')",0.08438832053957357,0.12091124609791715,0.7566844919786097,0.6831379904778547,0.06246930880656407,T0,9,0.20882382673839628
"('S01', 'S05', 'S06', 'S08')",0.05496370822251151,0.10180290019072924,0.752,0.6488317762392554,0.0689756162208513,T0,9,0.20882382673839628
"('S01', 'S05', 'S06', 'S11')",0.08438832053957357,0.1317211515297364,0.8326359832635983,0.6821151851174644,0.06520634557860598,T0,9,0.20882382673839628
"('S01', 'S05', 'S06', 'S12')",0.08438832053957357,0.11879213618742268,0.8124137931034483,0.6800580672784324,0.0728928703296981,T0,9,0.20882382673839628
"('S01', 'S05', 'S07', 'S08')",0.05496370822251151,0.1055346601901812,0.7566844919786097,0.6881282169503602,0.07204464591115395,T0,9,0.20882382673839628
"('S01', 'S05', 'S07', 'S11')",0.10978878042677165,0.16129267921880608,0.7613941018766756,0.6598207665625743,0.07176042123935898,T0,9,0.20882382673839628
"('S01', 'S05', 'S07', 'S12')",0.10978878042677165,0.1333939615519757,0.8124137931034483,0.6878834851003618,0.07799927373663405,T0,9,0.20882382673839628
"('S01', 'S05', 'S08', 'S11')",0.05496370822251151,0.14112865933012342,0.7613941018766756,0.6358291538998116,0.07989459932166973,T0,9,0.20882382673839628
"('S01', 'S05', 'S08', 'S12')",0.05496370822251151,0.09822864613894156,0.8124137931034483,0.6830225247384597,0.0708065503885247,T0,9,0.20882382673839628
"('S01', 'S05', 'S11', 'S12')",0.10978878042677165,0.15539397112046005,0.8124137931034483,0.6697749202895475,0.08320795383337976,T0,9,0.20882382673839628
"('S01', 'S06', 'S07', 'S08')",0.05496370822251151,0.1208571825526773,0.7566844919786097,0.6778858867653405,0.07045148670146685,T0,9,0.21433492512584285
"('S01', 'S06', 'S07', 'S11')",0.08612947140951233,0.16122226663648265,0.8326359832635983,0.6735970346269787,0.07024834721803994,T0,9,0.21433492512584285
"('S01', 'S06', 'S07', 'S12')",0.1102172080858097,0.13916157925574135,0.7566844919786097,0.6677682916448452,0.07639701582929227,T0,9,0.21433492512584285
"('S01', 'S06', 'S08', 'S11')",0.05496370822251151,0.14613045365659472,0.8326359832635983,0.6277011123238423,0.0761441343895199,T0,9,0.21433492512584285
"('S01', 'S06', 'S08', 'S12')",0.05496370822251151,0.10906847075150206,0.752,0.6410030216425692,0.06696590157035213,T0,9,0.21433492512584285
"('S01', 'S06', 'S11', 'S12')",0.08612947140951233,0.15084086078820125,0.8326359832635983,0.6517740154430812,0.07944839020357525,T0,9,0.21433492512584285
"('S01', 'S07', 'S08', 'S11')",0.05496370822251151,0.16950660472407397,0.7566844919786097,0.6467475044733993,0.08172331719365758,T0,9,0.2146332713585093
"('S01', 'S07', 'S08', 'S12')",0.05496370822251151,0.11747491949446454,0.7566844919786097,0.6901692501689456,0.07109741212067273,T0,9,0.2146332713585093
"('S01', 'S07', 'S11', 'S12')",0.1102172080858097,0.18508707722078144,0.7566844919786097,0.6393493847034629,0.08706494672434624,T0,9,0.2146332713585093
"('S01', 'S08', 'S11', 'S12')",0.05496370822251151,0.15393829473504717,0.752,0.6228987162770236,0.0792617031334296,T0,9,0.21932739555291642
"('S02', 'S03', 'S05', 'S06')",0.034004649096364026,0.09845132201213935,0.827538247566064,0.7387919962877368,0.048133752741732476,T0,9,0.20785747670623045
"('S02', 'S03', 'S05', 'S07')",0.007029835021597819,0.07231528364886375,0.9043478260869565,0.7664365079789198,0.039649835936748284,T0,9,0.20785747670623045
"('S02', 'S03', 'S05', 'S08')",0.034004649096364026,0.103820125173956,0.827538247566064,0.7109502692848334,0.06898752289757745,T0,9,0.20785747670623045
"('S02', 'S03', 'S05', 'S11')",0.034004649096364026,0.13767015831311635,0.827538247566064,0.7086845693253466,0.0570611401716025,T0,9,0.20785747670623045
"('S02', 'S03', 'S05', 'S12')",0.034004649096364026,0.1301349086330098,0.827538247566064,0.721394041660843,0.07197576883841444,T0,9,0.20785747670623045
"('S02', 'S03', 'S06', 'S07')",0.007029835021597819,0.07643599974307902,0.9043478260869565,0.7959628444024802,0.04059419463322921,T0,9,0.20785747670623045
"('S02', 'S03', 'S06', 'S08')",0.034004649096364026,0.11301304817696634,0.827538247566064,0.71857229606802,0.0676934906832276,T0,9,0.20785747670623045
"('S02', 'S03', 'S06', 'S11')",0.034004649096364026,0.13147014637130694,0.8326359832635983,0.7403251943579573,0.05584819314562069,T0,9,0.20785747670623045
